frame,time,confidence,label,x,y
4.0,3.04,0.0076130046509206295,sports ball,917.0,292.0
4.0,3.04,0.005252559203654528,sports ball,924.5,311.5
4.0,3.04,0.012020109221339226,sports ball,626.0,561.0
5.0,3.8,0.008953447453677654,sports ball,379.0,71.5
5.0,3.8,0.003538941964507103,sports ball,786.5,103.0
5.0,3.8,0.007021050900220871,sports ball,72.5,240.0
5.0,3.8,0.07136475294828415,sports ball,1179.5,247.5
5.0,3.8,0.0017122194403782487,sports ball,1264.0,329.0
5.0,3.8,0.0032811479177325964,sports ball,1267.5,386.5
5.0,3.8,0.012134554795920849,sports ball,913.0,67.5
5.0,3.8,0.0023881339002400637,sports ball,575.0,100.5
5.0,3.8,0.0012797362869605422,sports ball,381.5,118.5
5.0,3.8,0.001553234294988215,sports ball,632.0,120.0
5.0,3.8,0.002123867394402623,sports ball,363.0,287.0
5.0,3.8,0.005619278643280268,sports ball,916.5,293.0
5.0,3.8,0.005080758593976498,sports ball,1173.0,273.0
5.0,3.8,0.004290825221687555,sports ball,924.5,310.5
5.0,3.8,0.0038850675337016582,sports ball,553.5,537.0
5.0,3.8,0.014922041445970535,sports ball,627.0,562.0
6.0,4.56,0.009707052260637283,sports ball,379.0,71.0
6.0,4.56,0.007409946992993355,sports ball,789.5,107.0
6.0,4.56,0.008301026187837124,sports ball,72.0,240.5
6.0,4.56,0.08670653402805328,sports ball,1179.0,248.0
6.0,4.56,0.0015219497727230191,sports ball,1263.5,330.0
6.0,4.56,0.0032989727333188057,sports ball,1266.5,387.5
6.0,4.56,0.016354301944375038,sports ball,913.0,67.5
6.0,4.56,0.0032149911858141422,sports ball,575.0,100.0
6.0,4.56,0.0014762439532205462,sports ball,380.5,119.0
6.0,4.56,0.0019313627853989601,sports ball,361.0,287.0
6.0,4.56,0.0030537578277289867,sports ball,773.0,282.0
6.0,4.56,0.00864918902516365,sports ball,916.0,292.0
6.0,4.56,0.004541339352726936,sports ball,923.5,309.5
6.0,4.56,0.05323874577879906,sports ball,624.5,563.0
6.0,4.56,0.0011034756898880005,sports ball,622.5,573.5
6.0,4.56,0.008785439655184746,sports ball,234.5,665.0
7.0,5.32,0.008115940727293491,sports ball,379.0,71.0
7.0,5.32,0.00706339068710804,sports ball,72.0,240.5
7.0,5.32,0.08650007098913193,sports ball,1179.5,248.0
7.0,5.32,0.0015653757145628333,sports ball,1263.5,329.5
7.0,5.32,0.003343050368130207,sports ball,1266.5,387.0
7.0,5.32,0.012314843945205212,sports ball,102.5,637.0
7.0,5.32,0.00757800554856658,sports ball,914.5,66.5
7.0,5.32,0.002650473266839981,sports ball,579.5,99.0
7.0,5.32,0.0035403750371187925,sports ball,783.0,106.0
7.0,5.32,0.0015797619707882404,sports ball,381.0,119.0
7.0,5.32,0.0014346211683005095,sports ball,630.5,120.5
7.0,5.32,0.00182630168274045,sports ball,362.5,286.5
7.0,5.32,0.001261717057786882,sports ball,769.0,284.0
7.0,5.32,0.008217137306928635,sports ball,917.0,291.5
7.0,5.32,0.001663880073465407,sports ball,504.5,442.0
7.0,5.32,0.026735985651612282,sports ball,624.5,562.0
8.0,6.08,0.007526329718530178,sports ball,379.0,71.0
8.0,6.08,0.0027490605134516954,sports ball,852.0,119.5
8.0,6.08,0.007294987328350544,sports ball,72.0,240.5
8.0,6.08,0.08104163408279419,sports ball,1179.5,248.0
8.0,6.08,0.0014900716487318277,sports ball,1263.5,329.5
8.0,6.08,0.00354731734842062,sports ball,1267.0,387.0
8.0,6.08,0.061774156987667084,sports ball,455.0,425.0
8.0,6.08,0.0096315648406744,sports ball,102.0,636.5
8.0,6.08,0.0011146077886223793,sports ball,637.5,70.5
8.0,6.08,0.007391064427793026,sports ball,915.0,68.0
8.0,6.08,0.0027716008480638266,sports ball,579.0,99.0
8.0,6.08,0.0013015804579481483,sports ball,776.5,104.5
8.0,6.08,0.0015009124763309956,sports ball,380.5,119.0
8.0,6.08,0.0024971086531877518,sports ball,634.5,120.5
8.0,6.08,0.0019464255310595036,sports ball,361.5,287.0
8.0,6.08,0.01012988481670618,sports ball,917.0,292.0
8.0,6.08,0.0018763069529086351,sports ball,449.5,406.5
8.0,6.08,0.008098834194242954,sports ball,626.5,561.5
8.0,6.08,0.01190020889043808,sports ball,234.5,571.5
9.0,6.84,0.007722019217908382,sports ball,378.5,71.0
9.0,6.84,0.07548148930072784,sports ball,1178.5,248.0
9.0,6.84,0.001384350354783237,sports ball,1264.0,330.0
9.0,6.84,0.0035901321098208427,sports ball,1267.0,387.5
9.0,6.84,0.08773789554834366,sports ball,102.5,662.0
9.0,6.84,0.007065795827656984,sports ball,913.0,70.0
9.0,6.84,0.0026637515984475613,sports ball,578.0,99.0
9.0,6.84,0.00134189089294523,sports ball,380.5,119.0
9.0,6.84,0.0013202233240008354,sports ball,833.5,119.5
9.0,6.84,0.0011760966153815389,sports ball,908.5,117.0
9.0,6.84,0.0030836723744869232,sports ball,688.5,256.0
9.0,6.84,0.001585679012350738,sports ball,361.5,286.5
9.0,6.84,0.0010059722699224949,sports ball,703.5,283.0
9.0,6.84,0.00931865070015192,sports ball,917.0,292.0
9.0,6.84,0.012323971837759018,sports ball,626.5,562.5
9.0,6.84,0.006212601903825998,sports ball,102.5,634.5
9.0,6.84,0.011052830144762993,sports ball,235.0,666.5
10.0,7.6,0.007213499862700701,sports ball,378.5,70.5
10.0,7.6,0.007498200051486492,sports ball,73.0,240.5
10.0,7.6,0.07735713571310043,sports ball,1179.0,248.0
10.0,7.6,0.0012183734215795994,sports ball,770.0,284.5
10.0,7.6,0.0015141054755076766,sports ball,1263.5,330.0
10.0,7.6,0.00353514333255589,sports ball,1267.0,387.5
10.0,7.6,0.01506729144603014,sports ball,101.0,639.0
10.0,7.6,0.1251186728477478,sports ball,102.0,661.0
10.0,7.6,0.016711274161934853,sports ball,237.0,663.0
10.0,7.6,0.008048109710216522,sports ball,913.0,69.0
10.0,7.6,0.002268093405291438,sports ball,578.0,99.5
10.0,7.6,0.001327466918155551,sports ball,381.0,119.0
10.0,7.6,0.001532365451566875,sports ball,630.5,119.5
10.0,7.6,0.0017420571530237794,sports ball,361.5,287.0
10.0,7.6,0.007161090150475502,sports ball,916.5,292.0
10.0,7.6,0.0041127884760499,sports ball,923.5,310.0
10.0,7.6,0.007336052600294352,sports ball,239.0,513.0
10.0,7.6,0.014535310678184032,sports ball,626.5,562.5
11.0,8.36,0.007389260921627283,sports ball,378.5,71.0
11.0,8.36,0.00659080408513546,sports ball,72.5,240.5
11.0,8.36,0.0848914310336113,sports ball,1179.0,248.0
11.0,8.36,0.001567670376971364,sports ball,1263.5,330.0
11.0,8.36,0.003543077502399683,sports ball,1267.0,387.0
11.0,8.36,0.020117782056331635,sports ball,102.0,638.5
11.0,8.36,0.11550097167491913,sports ball,103.0,662.0
11.0,8.36,0.007899786345660686,sports ball,914.5,69.5
11.0,8.36,0.0018747615395113826,sports ball,579.0,99.5
11.0,8.36,0.0012825278099626303,sports ball,380.5,119.0
11.0,8.36,0.00121031585149467,sports ball,797.0,197.5
11.0,8.36,0.0020377193577587605,sports ball,847.5,192.0
11.0,8.36,0.0018640003399923444,sports ball,362.0,287.0
11.0,8.36,0.0017173804808408022,sports ball,701.0,282.0
11.0,8.36,0.0071854661218822,sports ball,915.5,292.0
11.0,8.36,0.0029175053350627422,sports ball,924.5,310.5
11.0,8.36,0.0211988165974617,sports ball,626.5,562.0
11.0,8.36,0.010233148001134396,sports ball,235.0,663.5
12.0,9.12,0.007725607603788376,sports ball,378.5,71.0
12.0,9.12,0.005513804964721203,sports ball,72.5,240.0
12.0,9.12,0.0866302028298378,sports ball,1179.0,248.0
12.0,9.12,0.003070373786613345,sports ball,701.5,282.5
12.0,9.12,0.00707648042589426,sports ball,1171.0,272.0
12.0,9.12,0.0016716838581487536,sports ball,1263.5,329.0
12.0,9.12,0.0031933486461639404,sports ball,1266.5,387.0
12.0,9.12,0.017833758145570755,sports ball,102.5,637.0
12.0,9.12,0.0890759527683258,sports ball,103.5,662.0
12.0,9.12,0.009492541663348675,sports ball,914.5,70.0
12.0,9.12,0.0017205880722030997,sports ball,578.5,99.0
12.0,9.12,0.001260759774595499,sports ball,380.5,119.0
12.0,9.12,0.0016947011463344097,sports ball,630.0,120.0
12.0,9.12,0.0018912885570898652,sports ball,795.0,119.0
12.0,9.12,0.014686953276395798,sports ball,841.5,195.5
12.0,9.12,0.03256765753030777,sports ball,887.0,196.5
12.0,9.12,0.0019307535840198398,sports ball,361.0,287.5
12.0,9.12,0.010023844428360462,sports ball,916.0,292.0
12.0,9.12,0.004194487817585468,sports ball,924.5,310.5
12.0,9.12,0.06199433282017708,sports ball,625.0,563.0
12.0,9.12,0.011913618072867393,sports ball,234.5,664.5
13.0,9.88,0.00712729012593627,sports ball,378.5,71.0
13.0,9.88,0.09158436208963394,sports ball,1179.5,248.0
13.0,9.88,0.0017300050240010023,sports ball,1263.5,329.0
13.0,9.88,0.0034798753913491964,sports ball,1266.5,387.0
13.0,9.88,0.009291599504649639,sports ball,914.0,70.0
13.0,9.88,0.0017220560694113374,sports ball,578.0,98.5
13.0,9.88,0.0012710739392787218,sports ball,380.5,119.0
13.0,9.88,0.0013126661069691181,sports ball,630.0,119.5
13.0,9.88,0.0019719479605555534,sports ball,361.0,287.0
13.0,9.88,0.006941315717995167,sports ball,915.5,290.5
13.0,9.88,0.002192944521084428,sports ball,700.0,317.5
13.0,9.88,0.0059059723280370235,sports ball,916.5,315.5
13.0,9.88,0.0012918508145958185,sports ball,565.5,614.0
13.0,9.88,0.00569941895082593,sports ball,235.5,663.5
14.0,10.64,0.008468223735690117,sports ball,379.5,71.0
14.0,10.64,0.08727294206619263,sports ball,1179.5,248.0
14.0,10.64,0.0015528262592852116,sports ball,1263.5,329.5
14.0,10.64,0.0035320695023983717,sports ball,1266.5,387.5
14.0,10.64,0.0029740978498011827,sports ball,784.5,67.0
14.0,10.64,0.012037072330713272,sports ball,912.5,70.0
14.0,10.64,0.0026812918949872255,sports ball,577.5,99.0
14.0,10.64,0.0014732523122802377,sports ball,380.5,119.0
14.0,10.64,0.001164050423540175,sports ball,628.0,119.5
14.0,10.64,0.0010823427001014352,sports ball,907.0,117.0
14.0,10.64,0.0012137162266299129,sports ball,819.0,175.0
14.0,10.64,0.002993826288729906,sports ball,797.5,193.5
14.0,10.64,0.0023325306829065084,sports ball,362.0,287.0
14.0,10.64,0.0018055057153105736,sports ball,769.0,284.5
14.0,10.64,0.008709928020834923,sports ball,917.0,292.0
14.0,10.64,0.004314839839935303,sports ball,923.0,309.5
14.0,10.64,0.18577609956264496,sports ball,927.0,515.5
14.0,10.64,0.033244166523218155,sports ball,632.0,555.5
15.0,11.4,0.010399087332189083,sports ball,380.0,71.0
15.0,11.4,0.00502031110227108,sports ball,72.5,240.5
15.0,11.4,0.1087067648768425,sports ball,748.0,386.0
15.0,11.4,0.003503241343423724,sports ball,1267.0,387.0
15.0,11.4,0.006890055723488331,sports ball,914.5,69.5
15.0,11.4,0.001990425167605281,sports ball,580.0,98.0
15.0,11.4,0.0015000284183770418,sports ball,380.5,119.0
15.0,11.4,0.0014929465251043439,sports ball,633.5,121.5
15.0,11.4,0.0016456788871437311,sports ball,907.5,116.5
15.0,11.4,0.0010646189330145717,sports ball,720.5,193.0
15.0,11.4,0.00428398884832859,sports ball,360.5,288.0
15.0,11.4,0.0019052590942010283,sports ball,767.0,283.0
15.0,11.4,0.0066683851182460785,sports ball,917.5,291.5
15.0,11.4,0.0014075691578909755,sports ball,758.0,375.5
15.0,11.4,0.001415819744579494,sports ball,726.5,390.5
15.0,11.4,0.0084616644307971,sports ball,625.0,561.5
16.0,12.16,0.012887224555015564,sports ball,380.0,71.5
16.0,12.16,0.006840943358838558,sports ball,913.5,69.5
16.0,12.16,0.0039150589145720005,sports ball,1267.5,387.0
16.0,12.16,0.0025056300219148397,sports ball,633.5,69.5
16.0,12.16,0.002802743576467037,sports ball,576.0,96.5
16.0,12.16,0.0013899237383157015,sports ball,381.5,118.5
16.0,12.16,0.0013006908120587468,sports ball,789.5,118.5
16.0,12.16,0.0015736117493361235,sports ball,906.5,116.5
16.0,12.16,0.05006517097353935,sports ball,527.0,254.0
16.0,12.16,0.006572294514626265,sports ball,360.0,286.5
16.0,12.16,0.0026441735681146383,sports ball,702.0,284.5
16.0,12.16,0.0077927992679178715,sports ball,917.5,290.0
16.0,12.16,0.010622103698551655,sports ball,624.5,562.0
17.0,12.92,0.01255219429731369,sports ball,379.0,71.0
17.0,12.92,0.006415700539946556,sports ball,913.5,70.0
17.0,12.92,0.015215902589261532,sports ball,566.5,167.0
17.0,12.92,0.006917949300259352,sports ball,72.0,240.5
17.0,12.92,0.003945718053728342,sports ball,1267.5,387.0
17.0,12.92,0.0011689054081216455,sports ball,631.5,70.5
17.0,12.92,0.0011672073742374778,sports ball,379.0,120.0
17.0,12.92,0.0011010312009602785,sports ball,790.0,119.0
17.0,12.92,0.0018339836969971657,sports ball,905.5,117.0
17.0,12.92,0.12351461499929428,sports ball,433.0,180.0
17.0,12.92,0.009319650940597057,sports ball,358.5,287.0
17.0,12.92,0.00163681386038661,sports ball,701.5,284.5
17.0,12.92,0.008190362714231014,sports ball,917.5,291.0
17.0,12.92,0.006677743513137102,sports ball,623.5,561.5
18.0,13.68,0.01606336049735546,sports ball,380.0,71.5
18.0,13.68,0.004738515708595514,sports ball,913.0,70.0
18.0,13.68,0.008311327546834946,sports ball,72.0,241.5
18.0,13.68,0.0016232755733653903,sports ball,701.5,284.0
18.0,13.68,0.004248291254043579,sports ball,1267.0,387.0
18.0,13.68,0.0014314167201519012,sports ball,580.0,98.5
18.0,13.68,0.0036246036179363728,sports ball,384.5,126.5
18.0,13.68,0.001261112280189991,sports ball,790.5,118.5
18.0,13.68,0.0014353389851748943,sports ball,906.5,117.0
18.0,13.68,0.005491673015058041,sports ball,384.0,170.5
18.0,13.68,0.0072437552735209465,sports ball,358.5,287.0
18.0,13.68,0.009807797148823738,sports ball,918.0,291.0
18.0,13.68,0.007962977513670921,sports ball,622.0,560.5
18.0,13.68,0.0015427835751324892,sports ball,884.5,627.0
